Time	EMG	Muscle Force
0.152	0.109868	0.249488
0.153	-0.00475405	0.249488
0.154	-0.122751	0.249488
0.155	-0.037071	0.249488
0.156	0.0483014	0.249488
0.157	-0.00788483	0.249488
0.158	0.014717	0.249488
0.159	0.0231265	0.249858
0.16	0.0130078	0.249488
0.161	-0.00151395	0.249488
0.162	-0.0787981	0.249488
0.163	0.0155265	0.249488
0.164	0.0358045	0.249488
0.165	0.0276552	0.249488
0.166	-0.0400745	0.249488
0.167	0.00200985	0.249488
0.168	0.0475089	0.249488
0.169	0.00990203	0.249488
0.17	-0.0128842	0.249488
0.171	-0.0348526	0.249488
0.172	-0.10837	0.249488
0.173	-0.105681	0.249488
0.174	0.143967	0.249488
0.175	0.279737	0.249488
0.176	0.0755354	0.249488
0.177	-0.132538	0.249488
0.178	-0.233375	0.249488
0.179	-0.152661	0.249488
0.18	0.00376314	0.249488
0.181	0.0889886	0.249488
0.182	0.180167	0.249488
0.183	0.123127	0.249488
0.184	0.0393816	0.249488
0.185	-0.0326302	0.249488
0.186	-0.18027	0.249488
0.187	-0.186578	0.249488
0.188	-0.00456905	0.249488
0.189	0.107199	0.249488
0.19	0.157973	0.249488
0.191	0.125925	0.249488
0.192	-0.0253886	0.249488
0.193	-0.19525	0.249488
0.194	-0.151744	0.249488
0.195	0.0203639	0.249488
0.196	0.16169	0.249488
0.197	0.0156659	0.249488
0.198	0.0508805	0.249488
0.199	0.0784987	0.249488
0.2	-0.0673031	0.249488
0.201	-0.144894	0.249488
0.202	-0.0217178	0.249488
0.203	0.0649291	0.249488
0.204	0.0551223	0.249488
0.205	-0.0510859	0.249488
0.206	-0.0950617	0.249488
0.207	0.0563222	0.249488
0.208	0.162742	0.249488
0.209	0.100747	0.249488
0.21	-0.0924764	0.249488
0.211	-0.217783	0.249488
0.212	-0.100421	0.249488
0.213	0.0570269	0.249488
0.214	0.199104	0.249488
0.215	0.212025	0.249488
0.216	-0.0542058	0.249488
0.217	-0.303831	0.249488
0.218	-0.142685	0.249488
0.219	0.126537	0.249488
0.22	0.146769	0.249488
0.221	0.0578047	0.249488
0.222	0.000100011	0.249488
0.223	-0.0413122	0.249488
0.224	-0.0409948	0.249488
0.225	-0.0360843	0.249488
0.226	-0.00277073	0.249488
0.227	-0.00971682	0.249488
0.228	-0.00833232	0.249488
0.229	0.0600484	0.249488
0.23	0.030738	0.249488
0.231	0.0287025	0.249488
0.232	-0.0569995	0.249488
0.233	-0.0999704	0.249488
0.234	0.0160685	0.249488
0.235	0.12131	0.249488
0.236	0.0846411	0.249488
0.237	-0.147435	0.249488
0.238	-0.0955285	0.249488
0.239	0.09099	0.249488
0.24	0.0620623	0.249488
0.241	-0.0657616	0.249488
0.242	-0.104675	0.249488
0.243	0.0810209	0.249117
0.244	0.136582	0.249488
0.245	0.0773944	0.249488
0.246	-0.0274961	0.249488
0.247	-0.214732	0.249488
0.248	-0.106705	0.249488
0.249	0.0275766	0.249488
0.25	0.10352	0.249488
0.251	0.12639	0.249488
0.252	0.089094	0.249488
0.253	-0.104841	0.249488
0.254	-0.154189	0.249488
0.255	-0.0283235	0.249488
0.256	0.0411583	0.249488
0.257	0.132464	0.249488
0.258	0.109867	0.249488
0.259	0.00884893	0.249488
0.26	-0.145984	0.249488
0.261	-0.222834	0.249488
0.262	-0.108279	0.249488
0.263	0.142583	0.249488
0.264	0.280576	0.249488
0.265	0.0743975	0.249488
0.266	-0.0645412	0.249488
0.267	-0.0629939	0.249488
0.268	-0.040547	0.249488
0.269	-0.0465196	0.249488
0.27	-0.0572023	0.249488
0.271	-0.00670307	0.249488
0.272	-0.042379	0.249488
0.273	0.0260829	0.249488
0.274	0.114987	0.249488
0.275	0.0363824	0.249488
0.276	-0.00645788	0.249488
0.277	0.0877879	0.249488
0.278	0.0947637	0.249488
0.279	-0.106028	0.249488
0.28	-0.230106	0.249488
0.281	-0.168934	0.249488
0.282	-0.030604	0.249488
0.283	0.134249	0.249488
0.284	0.25734	0.249488
0.285	0.24407	0.249488
0.286	0.0924765	0.249488
0.287	-0.214029	0.249488
0.288	-0.382662	0.249488
0.289	-0.143816	0.249488
0.29	0.0837292	0.249488
0.291	0.101798	0.249488
0.292	0.130243	0.249488
0.293	0.167043	0.249488
0.294	0.0946019	0.249488
0.295	-0.0759384	0.249488
0.296	-0.184404	0.249488
0.297	-0.104372	0.249488
0.298	-0.0152088	0.249488
0.299	0.00395135	0.249488
0.3	0.0475004	0.249488
0.301	0.0826793	0.249488
0.302	0.0602966	0.249488
0.303	0.0578841	0.249488
0.304	-0.00169268	0.249488
0.305	-0.0643671	0.249488
0.306	-0.107586	0.249488
0.307	-0.111754	0.249117
0.308	-0.0567056	0.249117
0.309	0.0770902	0.249488
0.31	0.192128	0.249488
0.311	0.211008	0.249488
0.312	0.0674612	0.249488
0.313	-0.268058	0.249488
0.314	-0.180069	0.249117
0.315	-0.12962	0.249488
0.316	-0.0821214	0.249488
0.317	0.27297	0.249488
0.318	0.2804	0.249488
0.319	-0.0444244	0.249488
0.32	-0.142015	0.249488
0.321	-0.10898	0.249488
0.322	-0.00958508	0.249488
0.323	0.104597	0.249488
0.324	0.0297793	0.249488
0.325	-0.0890072	0.249488
0.326	-0.0134697	0.249488
0.327	0.0964028	0.249488
0.328	-0.0264041	0.249488
0.329	-0.12626	0.249488
0.33	0.0149819	0.249488
0.331	0.0958683	0.249488
0.332	-0.0123071	0.249488
0.333	-0.00983407	0.249488
0.334	0.0137899	0.249488
0.335	0.0491887	0.249488
0.336	0.0679135	0.249488
0.337	-0.0215792	0.249488
0.338	-0.121596	0.249488
0.339	-0.122701	0.249488
0.34	0.0480202	0.249117
0.341	0.0725011	0.249117
0.342	-0.0301603	0.249117
0.343	-0.0359874	0.249117
0.344	0.0695819	0.249488
0.345	0.122278	0.249488
0.346	-0.00796156	0.249117
0.347	0.0993651	0.249117
0.348	0.0664986	0.249488
0.349	-0.344737	0.249488
0.35	-0.221221	0.249488
0.351	0.0908782	0.249488
0.352	0.0981657	0.249117
0.353	0.057085	0.249488
0.354	0.1568	0.249488
0.355	0.142366	0.249488
0.356	-0.0567234	0.249488
0.357	-0.150035	0.249488
0.358	-0.122458	0.249488
0.359	-0.00992894	0.249488
0.36	0.0170316	0.249488
0.361	0.0394551	0.249488
0.362	0.0663251	0.249488
0.363	0.033417	0.249488
0.364	0.0027675	0.249488
0.365	-0.0500396	0.249488
0.366	-0.0409643	0.249488
0.367	-0.037941	0.249488
0.368	-0.0249512	0.249488
0.369	0.0958933	0.249488
0.37	0.12326	0.249488
0.371	0.0662771	0.249488
0.372	-0.113218	0.249488
0.373	-0.094478	0.249488
0.374	-0.0449862	0.249488
0.375	-0.121806	0.249488
0.376	-0.0394462	0.249488
0.377	0.173313	0.249488
0.378	0.173826	0.249488
0.379	0.0341113	0.249488
0.38	0.0179007	0.249488
0.381	-0.0636008	0.249488
0.382	-0.130239	0.249488
0.383	-0.0522235	0.249488
0.384	-0.00197218	0.249488
0.385	-0.0187658	0.249488
0.386	-0.00749058	0.249488
0.387	0.0161944	0.249488
0.388	0.0718065	0.249488
0.389	0.0990705	0.249488
0.39	0.0595683	0.249488
0.391	-0.0372768	0.249488
0.392	-0.00237195	0.249488
0.393	-0.0336867	0.249488
0.394	-0.188411	0.249488
0.395	-0.0882	0.249488
0.396	0.0299557	0.249488
0.397	0.101394	0.249488
0.398	0.137928	0.249488
0.399	0.0214443	0.249488
0.4	0.0241662	0.249488
0.401	-0.0136126	0.249488
0.402	-0.0546078	0.249488
0.403	-0.0873393	0.249488
0.404	-0.0182016	0.249488
0.405	0.0340034	0.249488
0.406	0.033523	0.249488
0.407	-0.0255934	0.249488
0.408	-0.0248901	0.249488
0.409	-0.0114682	0.249488
0.41	0.0537047	0.249488
0.411	0.0966485	0.249488
0.412	0.0329115	0.249488
0.413	-0.0241335	0.249488
0.414	-0.0919551	0.249488
0.415	-0.0890968	0.249488
0.416	-0.0654114	0.249488
0.417	0.0178117	0.249488
0.418	0.134559	0.249488
0.419	0.159459	0.249488
0.42	-0.0262525	0.249488
0.421	-0.157623	0.249488
0.422	-0.0288171	0.249488
0.423	0.0158587	0.249488
0.424	0.0421873	0.249488
0.425	0.0338356	0.249488
0.426	-0.170962	0.249488
0.427	-0.0962557	0.249488
0.428	0.261924	0.249488
0.429	0.230776	0.249488
0.43	-0.0353416	0.249488
0.431	-0.235792	0.249488
0.432	-0.229025	0.249488
0.433	-0.0232479	0.249488
0.434	0.173473	0.249488
0.435	0.198131	0.249488
0.436	0.0408179	0.249488
0.437	-0.103709	0.249488
0.438	-0.0222695	0.249488
0.439	-0.0700591	0.249488
0.44	-0.0694765	0.249488
0.441	-0.0293034	0.249488
0.442	0.0689358	0.249488
0.443	0.148896	0.249488
0.444	0.0690819	0.249488
0.445	-0.0824195	0.249488
0.446	-0.13208	0.249488
0.447	-0.0211105	0.249488
0.448	0.0277071	0.249488
0.449	0.0368418	0.249488
0.45	0.10867	0.249488
0.451	-0.102122	0.249488
0.452	-0.031511	0.249488
0.453	0.050191	0.249488
0.454	0.00882738	0.249488
0.455	0.0138358	0.249488
0.456	-0.0180918	0.249117
0.457	-0.0210571	0.249488
0.458	-0.042672	0.249488
0.459	-0.0461806	0.249488
0.46	0.0951247	0.249117
0.461	0.10793	0.249117
0.462	0.0286106	0.249117
0.463	-0.0954518	0.249117
0.464	-0.153747	0.249488
0.465	0.00316464	0.249117
0.466	0.0894644	0.249117
0.467	0.0904459	0.249117
0.468	-0.0185934	0.249117
0.469	-0.0683344	0.249117
0.47	0.0124755	0.249117
0.471	0.0216492	0.249117
0.472	-0.0293913	0.249117
0.473	0.0306485	0.249117
0.474	0.0359677	0.249117
0.475	-0.00670292	0.249117
0.476	-0.0733059	0.249117
0.477	-0.0614534	0.249117
0.478	0.0385778	0.249117
0.479	0.0825291	0.249117
0.48	-0.00943733	0.249117
0.481	0.00748709	0.249117
0.482	0.0302812	0.249117
0.483	-0.0110217	0.249488
0.484	-0.020913	0.249117
0.485	-0.0408738	0.249117
0.486	-0.0436896	0.249117
0.487	0.00884208	0.249488
0.488	-0.00312215	0.249488
0.489	0.000307631	0.249488
0.49	0.0993289	0.249488
0.491	0.0882287	0.249488
0.492	0.0509609	0.249488
0.493	-0.243479	0.249488
0.494	-0.138371	0.249488
0.495	0.110907	0.249488
0.496	0.164471	0.249488
0.497	-0.0111677	0.249488
0.498	-0.0668115	0.249488
0.499	-0.0116966	0.249488
0.5	0.0312677	0.249488
0.501	-0.0674196	0.249488
0.502	-0.000585402	0.249488
0.503	0.087639	0.249488
0.504	-0.0237006	0.249488
0.505	-0.0362709	0.249488
0.506	0.0640461	0.249488
0.507	-0.0080293	0.249488
0.508	-0.116767	0.249488
0.509	-0.0435576	0.249488
0.51	0.0859329	0.249117
0.511	0.11888	0.249488
0.512	0.0525289	0.249488
0.513	-0.106462	0.249488
0.514	-0.132536	0.249488
0.515	-0.0303193	0.249488
0.516	0.109143	0.249488
0.517	0.135254	0.249488
0.518	-0.0032416	0.249488
0.519	-0.169235	0.249488
0.52	-0.0654622	0.249488
0.521	0.106393	0.249488
0.522	0.112607	0.249488
0.523	0.0634556	0.249488
0.524	-0.172044	0.249488
0.525	-0.217802	0.249488
0.526	0.135615	0.249488
0.527	0.227007	0.249488
0.528	-0.0057196	0.249488
0.529	-0.101767	0.249488
0.53	-0.0205251	0.249488
0.531	-0.0312466	0.249488
0.532	-0.0478672	0.249488
0.533	0.0689954	0.249488
0.534	0.0496523	0.249488
0.535	-0.0442773	0.249488
0.536	0.00768839	0.249488
0.537	0.0930592	0.249117
0.538	-0.0833352	0.249117
0.539	-0.154748	0.249117
0.54	0.0978766	0.249117
0.541	0.167036	0.249117
0.542	-0.0567548	0.249117
0.543	-0.0991719	0.249488
0.544	-0.0693869	0.249117
0.545	0.082346	0.249117
0.546	0.0845208	0.249488
0.547	-0.0271919	0.249117
0.548	-0.0805749	0.249117
0.549	0.0139874	0.249117
0.55	0.0949074	0.249117
0.551	-0.0222077	0.249117
0.552	-0.110562	0.249117
0.553	0.0296046	0.249117
0.554	0.136597	0.249117
0.555	-0.0466007	0.249488
0.556	-0.106687	0.249117
0.557	-0.0794541	0.249117
0.558	-0.00610278	0.249488
0.559	0.214014	0.249488
0.56	0.0880537	0.249117
0.561	-0.0127048	0.249488
0.562	-0.0602526	0.249488
0.563	-0.109198	0.249117
0.564	-0.1362	0.249488
0.565	-0.0233505	0.249488
0.566	0.0637376	0.249488
0.567	0.117237	0.249488
0.568	0.236981	0.249488
0.569	-0.0488334	0.249488
0.57	-0.195856	0.249488
0.571	-0.0552158	0.249488
0.572	-0.00425467	0.249488
0.573	-0.00283485	0.249488
0.574	-0.00135152	0.249488
0.575	-0.00672216	0.249488
0.576	0.103403	0.249488
0.577	0.190145	0.249488
0.578	-0.00883588	0.249488
0.579	-0.285018	0.249488
0.58	-0.159634	0.249488
0.581	0.105625	0.249488
0.582	0.177528	0.249488
0.583	0.0663397	0.249488
0.584	-0.127058	0.249488
0.585	-0.0251468	0.249488
0.586	0.0345725	0.249488
0.587	0.0460644	0.249488
0.588	-0.002167	0.249488
0.589	-0.0162937	0.249488
0.59	-0.0424443	0.249488
0.591	-0.0720033	0.249488
0.592	0.0361539	0.249488
0.593	0.0495413	0.249488
0.594	0.0108939	0.249488
0.595	0.0385524	0.249488
0.596	0.0225943	0.249488
0.597	-0.0361362	0.249488
0.598	-0.01308	0.249488
0.599	-0.0732946	0.249488
0.6	-0.0155474	0.249488
0.601	0.0425444	0.249488
0.602	0.0412452	0.249488
0.603	0.052185	0.249488
0.604	0.0114727	0.249488
0.605	-0.0569737	0.249488
0.606	-0.0895057	0.249488
0.607	-0.0266968	0.249488
0.608	0.0874761	0.249488
0.609	0.0319565	0.249488
0.61	0.0354869	0.249488
0.611	0.042148	0.249488
0.612	0.00984248	0.249488
0.613	-0.0364176	0.249488
0.614	-0.111227	0.249488
0.615	-0.179334	0.249488
0.616	0.00777793	0.249488
0.617	0.175288	0.249488
0.618	0.14335	0.249488
0.619	0.0277069	0.249488
0.62	-0.0663642	0.249488
0.621	0.00748782	0.249488
0.622	0.0990564	0.249488
0.623	-0.134316	0.249488
0.624	-0.275519	0.249488
0.625	-0.0703102	0.249488
0.626	0.244818	0.249488
0.627	0.156135	0.249488
0.628	0.0151934	0.249488
0.629	-0.110177	0.249488
0.63	-0.0354238	0.249488
0.631	0.0579272	0.249488
0.632	0.0342198	0.249488
0.633	0.0080815	0.249117
0.634	-0.0479733	0.249488
0.635	-0.0392235	0.249117
0.636	0.0154894	0.249117
0.637	-0.0315345	0.249488
0.638	-0.137284	0.249488
0.639	-0.0515579	0.249488
0.64	0.214144	0.249117
0.641	0.341096	0.249117
0.642	0.0222251	0.249117
0.643	-0.287199	0.249117
0.644	-0.279336	0.249488
0.645	-0.0723143	0.249117
0.646	0.112174	0.249488
0.647	0.166247	0.249117
0.648	0.183732	0.249117
0.649	0.021805	0.249117
0.65	-0.00130129	0.249117
0.651	-0.104043	0.249117
0.652	-0.209942	0.249117
0.653	-0.152314	0.249117
0.654	0.056569	0.249488
0.655	0.267379	0.249117
0.656	0.0250905	0.249488
0.657	-0.0344157	0.249117
0.658	0.0608731	0.249117
0.659	0.020803	0.249117
0.66	-0.0787595	0.249117
0.661	-0.0914577	0.249117
0.662	-0.0407722	0.249488
0.663	-0.0072406	0.249117
0.664	0.0306518	0.249117
0.665	0.0205089	0.249117
0.666	0.062322	0.249117
0.667	0.0598488	0.249117
0.668	0.0336992	0.249117
0.669	-0.0370717	0.249117
0.67	-0.122442	0.249117
0.671	-0.122584	0.249117
0.672	0.0731133	0.249117
0.673	0.111246	0.249117
0.674	-0.0097512	0.249117
0.675	0.0568519	0.249117
0.676	0.0841613	0.249117
0.677	-0.0630381	0.249117
0.678	-0.156145	0.249117
0.679	-0.120778	0.249117
0.68	0.00671131	0.249117
0.681	0.219162	0.249117
0.682	0.173062	0.249117
0.683	-0.063992	0.249117
0.684	-0.21813	0.249117
0.685	-0.141317	0.249117
0.686	0.0979292	0.249117
0.687	0.220982	0.249117
0.688	0.114178	0.249117
0.689	-0.0834516	0.249117
0.69	-0.196878	0.249117
0.691	-0.117422	0.249117
0.692	0.0523523	0.249117
0.693	0.118414	0.249117
0.694	0.0223889	0.249117
0.695	0.0223014	0.249117
0.696	0.0389487	0.249117
0.697	-0.0463989	0.249117
0.698	-0.036642	0.249117
0.699	-0.00829381	0.249117
0.7	0.0281767	0.249117
0.701	0.002067	0.249117
0.702	0.0415361	0.249117
0.703	-0.0450248	0.249117
0.704	-0.161082	0.249117
0.705	0.0131928	0.249117
0.706	0.161937	0.249117
0.707	0.112731	0.249117
0.708	-0.049789	0.249117
0.709	-0.0438147	0.249117
0.71	-0.0483459	0.249117
0.711	-0.0103678	0.249488
0.712	0.0107792	0.249117
0.713	-0.0753739	0.249117
0.714	-0.0161521	0.249117
0.715	0.105712	0.249117
0.716	0.0665637	0.249117
0.717	0.0261392	0.249117
0.718	-0.0466225	0.249117
0.719	-0.0354622	0.249117
0.72	-0.0751762	0.249117
0.721	-0.074681	0.249117
0.722	0.0938363	0.249488
0.723	0.121559	0.249117
0.724	0.0382524	0.249488
0.725	-0.0598606	0.249117
0.726	-0.101949	0.249488
0.727	-0.0526669	0.249488
0.728	0.0410396	0.249488
0.729	0.0545541	0.249488
0.73	0.0444047	0.249488
0.731	0.000291655	0.249488
0.732	-0.0909451	0.249488
0.733	0.0178395	0.249488
0.734	0.0444794	0.249488
0.735	0.0355867	0.249488
0.736	0.0459093	0.249488
0.737	-0.0233924	0.249488
0.738	-0.26583	0.249488
0.739	-0.11842	0.249488
0.74	0.241795	0.249488
0.741	0.255212	0.249488
0.742	0.0198968	0.249488
0.743	-0.0777333	0.249488
0.744	-0.151156	0.249488
0.745	-0.141924	0.249488
0.746	0.0139149	0.249488
0.747	0.0721252	0.249488
0.748	0.0586148	0.249488
0.749	0.0702277	0.249488
0.75	0.0137804	0.249488
0.751	-0.0405763	0.249488
0.752	-0.0377761	0.249488
0.753	-0.00075386	0.249488
0.754	-0.0188772	0.249488
0.755	0.0231199	0.249488
0.756	0.0812128	0.249488
0.757	0.0250337	0.249488
0.758	-0.133297	0.249488
0.759	-0.206591	0.249488
0.76	0.0179122	0.249488
0.761	0.266538	0.249488
0.762	0.186372	0.249488
0.763	0.00683461	0.249488
0.764	-0.114801	0.249117
0.765	-0.166554	0.249117
0.766	-0.112512	0.249117
0.767	-0.0157106	0.249117
0.768	0.0718661	0.249488
0.769	0.0506379	0.249117
0.77	0.0886561	0.249488
0.771	0.0935713	0.249117
0.772	0.00219494	0.249117
0.773	-0.0219683	0.249117
0.774	-0.0446363	0.249117
0.775	-0.112682	0.249488
0.776	-0.0693307	0.249488
0.777	-0.0563843	0.249117
0.778	0.0239293	0.249117
0.779	0.174962	0.249488
0.78	0.0747319	0.249117
0.781	-0.0810219	0.249117
0.782	0.054678	0.249117
0.783	0.0979756	0.249117
0.784	-0.119358	0.249117
0.785	-0.148821	0.249117
0.786	-0.0254978	0.249117
0.787	0.033392	0.249117
0.788	0.0140554	0.249488
0.789	0.018052	0.249117
0.79	0.121214	0.249488
0.791	0.0639775	0.249117
0.792	-0.0791499	0.249117
0.793	-0.0399228	0.249488
0.794	-0.0203006	0.249117
0.795	-0.0102104	0.249117
0.796	0.0276731	0.249488
0.797	-0.0608792	0.249488
0.798	-0.0263242	0.249488
0.799	0.0559894	0.249488
0.8	0.0415644	0.249488
0.801	0.0220692	0.249488
0.802	0.0131762	0.249488
0.803	0.0230062	0.249488
0.804	-0.060716	0.249488
0.805	-0.0788655	0.249488
0.806	0.061931	0.249488
0.807	0.0870709	0.249488
0.808	-0.0878322	0.249488
0.809	-0.162769	0.249488
0.81	-0.00574824	0.249488
0.811	0.135786	0.249488
0.812	0.162008	0.249488
0.813	0.161465	0.249488
0.814	-0.0217152	0.249488
0.815	-0.272883	0.249488
0.816	-0.212206	0.249488
0.817	-0.0843462	0.249488
0.818	0.0588106	0.249488
0.819	0.264848	0.249488
0.82	0.222717	0.249488
0.821	0.0111671	0.249488
0.822	-0.231978	0.249488
0.823	-0.208006	0.249488
0.824	0.0658427	0.249117
0.825	0.126285	0.249117
0.826	0.0969442	0.249117
0.827	0.029581	0.249117
0.828	-0.0768108	0.249117
0.829	-0.201907	0.249488
0.83	-0.0690964	0.249117
0.831	0.0707304	0.249117
0.832	0.0816072	0.249117
0.833	0.163217	0.249117
0.834	0.0974873	0.249117
0.835	-0.0418992	0.249488
0.836	-0.110999	0.249488
0.837	-0.0895351	0.249117
0.838	-0.0372885	0.249117
0.839	-0.0558587	0.249117
0.84	-0.0404851	0.249117
0.841	0.131204	0.249488
0.842	0.185839	0.249117
0.843	-0.00192617	0.249488
0.844	-0.068344	0.249488
0.845	-0.0625591	0.249488
0.846	-0.0819721	0.249488
0.847	0.00215888	0.249488
0.848	0.053873	0.249488
0.849	0.0171517	0.249488
0.85	0.0212401	0.249488
0.851	0.00758122	0.249488
0.852	-0.0664794	0.249488
0.853	0.0600129	0.249488
0.854	0.0899788	0.249488
0.855	-0.0337119	0.249488
0.856	-0.185277	0.249488
0.857	-0.114933	0.249488
0.858	0.125685	0.249488
0.859	0.14239	0.249117
0.86	0.105133	0.249488
0.861	0.0100137	0.249488
0.862	-0.0996156	0.249488
0.863	-0.167383	0.249488
0.864	-0.0788886	0.249488
0.865	0.124138	0.249488
0.866	0.182083	0.249488
0.867	0.0235033	0.249488
0.868	-0.16114	0.249488
0.869	-0.105555	0.249488
0.87	0.00655852	0.249488
0.871	0.125348	0.249488
0.872	0.0606814	0.249488
0.873	0.0222526	0.249488
0.874	-0.00103623	0.249488
0.875	-0.120715	0.249488
0.876	-0.0845845	0.249117
0.877	0.0639913	0.249488
0.878	0.0766382	0.249488
0.879	0.0116374	0.249488
0.88	-0.0436161	0.249488
0.881	-0.00367098	0.249488
0.882	0.0528727	0.249488
0.883	0.0398128	0.249488
0.884	-0.0841632	0.249488
0.885	-0.120051	0.249488
0.886	-0.00680326	0.249488
0.887	0.0847633	0.249488
0.888	0.162457	0.249488
0.889	0.070712	0.249488
0.89	-0.131606	0.249488
0.891	-0.118596	0.249488
0.892	-0.076905	0.249488
0.893	0.0609006	0.249488
0.894	0.0785124	0.249488
0.895	0.0175738	0.249488
0.896	-0.0193684	0.249488
0.897	-0.046993	0.249488
0.898	-0.00634694	0.249488
0.899	0.0750389	0.249488
0.9	0.129443	0.249488
0.901	-0.0043326	0.249488
0.902	-0.0980181	0.249488
0.903	-0.181258	0.249488
0.904	-0.123494	0.249488
0.905	0.0684726	0.249488
0.906	0.180533	0.249488
0.907	0.159649	0.249117
0.908	0.0214777	0.249488
0.909	-0.0197637	0.249117
0.91	-0.0861084	0.249117
0.911	-0.143973	0.249117
0.912	-0.167636	0.249117
0.913	0.0475961	0.249117
0.914	0.148512	0.249117
0.915	0.178076	0.249117
0.916	0.0522323	0.249117
0.917	-0.135903	0.249117
0.918	-0.0620049	0.249117
0.919	0.0471583	0.249117
0.92	-0.0219932	0.249117
0.921	-0.110972	0.249117
0.922	-0.0409351	0.249117
0.923	0.0592273	0.249117
0.924	0.0214463	0.249117
0.925	0.0354472	0.249117
0.926	0.148316	0.249488
0.927	0.223192	0.249117
0.928	-0.104334	0.249488
0.929	-0.403914	0.249117
0.93	-0.0902822	0.249117
0.931	0.0999466	0.249488
0.932	0.0906898	0.249117
0.933	0.0342779	0.249117
0.934	-0.0734847	0.249117
0.935	0.0787374	0.249117
0.936	0.178833	0.249488
0.937	0.08559	0.249117
